SECTOR,AFECTACION,GEOMETRY
Villa Pueyrredon,Mayor anegamiento,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-58.513778,-34.581118|||-58.513601,-34.581007|||-58.513348,-34.580851|||-58.513399,-34.580793|||-58.513887,-34.580261|||-58.513847,-34.580178|||-58.51337,-34.580702|||-58.513276,-34.580806|||-58.513209,-34.580765|||-58.512558,-34.580365|||-58.512507,-34.580332|||-58.512484,-34.580311|||-58.512511,-34.580542|||-58.512518,-34.580524|||-58.512533,-34.580507|||-58.512554,-34.580495|||-58.512578,-34.58049|||-58.512612,-34.580492|||-58.512637,-34.580501|||-58.513164,-34.580829|||-58.513353,-34.580951|||-58.51337,-34.580957|||-58.513506,-34.581039|||-58.513557,-34.581089|||-58.513527,-34.581116|||-58.513475,-34.581115|||-58.513256,-34.581119|||-58.513198,-34.581116|||-58.513169,-34.581074|||-58.513203,-34.581025|||-58.513307,-34.580922|||-58.513219,-34.580865|||-58.513045,-34.58106|||-58.513017,-34.581085|||-58.512983,-34.581098|||-58.512957,-34.581102|||-58.512672,-34.581095|||-58.512596,-34.581094|||-58.512583,-34.581038|||-58.512547,-34.580805|||-58.512509,-34.580565|||-58.51251,-34.580542|||-58.512483,-34.580311|||-58.512472,-34.580292|||-58.512469,-34.580278|||-58.512428,-34.580047|||-58.512373,-34.57971|||-58.512374,-34.579686|||-58.512378,-34.579669|||-58.512388,-34.579647|||-58.512401,-34.579623|||-58.512621,-34.579381|||-58.512643,-34.579365|||-58.512668,-34.579355|||-58.512549,-34.579268|||-58.512551,-34.579286|||-58.512543,-34.579309|||-58.512535,-34.57932|||-58.512446,-34.579419|||-58.512425,-34.579434|||-58.512402,-34.579439|||-58.512379,-34.57944|||-58.512357,-34.579433|||-58.512336,-34.57942|||-58.512325,-34.579398|||-58.512301,-34.57924|||-58.512304,-34.579207|||-58.512315,-34.579189|||-58.51233,-34.579175|||-58.512349,-34.579167|||-58.512367,-34.579161|||-58.512389,-34.579162|||-58.512413,-34.579164|||-58.512433,-34.579176|||-58.512523,-34.57923|||-58.512536,-34.579242|||-58.512545,-34.579255|||-58.512549,-34.579268|||-58.512669,-34.579354|||-58.512702,-34.579352|||-58.512724,-34.579354|||-58.512752,-34.579364|||-58.512826,-34.579408|||-58.513614,-34.57988|||-58.513653,-34.579911|||-58.513694,-34.579956|||-58.514388,-34.579781|||-58.514176,-34.579401|||-58.514105,-34.57925|||-58.513704,-34.578394|||-58.513222,-34.577369|||-58.512229,-34.575247|||-58.511551,-34.575443|||-58.512495,-34.577435|||-58.512563,-34.577589|||-58.512728,-34.5779|||-58.513019,-34.578503|||-58.513464,-34.579462|||-58.513513,-34.579567|||-58.513526,-34.579595|||-58.513517,-34.579616|||-58.513496,-34.579632|||-58.513473,-34.579635|||-58.512891,-34.579296|||-58.512265,-34.578926|||-58.512185,-34.578878|||-58.51181,-34.578655|||-58.511384,-34.578401|||-58.511301,-34.578504|||-58.511729,-34.578757|||-58.511998,-34.578918|||-58.512052,-34.578948|||-58.512057,-34.578979|||-58.512124,-34.579406|||-58.512173,-34.5797|||-58.512222,-34.579991|||-58.512228,-34.580017|||-58.512223,-34.580041|||-58.512253,-34.580272|||-58.512254,-34.580273|||-58.512254,-34.580273|||-58.512254,-34.580275|||-58.512263,-34.580291|||-58.51229,-34.58046|||-58.512346,-34.580815|||-58.512379,-34.581021|||-58.512389,-34.581087|||-58.512299,-34.581084|||-58.511916,-34.581075|||-58.511857,-34.581073|||-58.511363,-34.580767|||-58.511361,-34.58077|||-58.511313,-34.580825|||-58.511594,-34.580999|||-58.511613,-34.581027|||-58.511609,-34.581039|||-58.511608,-34.581044|||-58.511592,-34.581057|||-58.511571,-34.581061|||-58.51123,-34.581043|||-58.511215,-34.58104|||-58.511197,-34.581031|||-58.511185,-34.581017|||-58.511178,-34.581001|||-58.511178,-34.580982|||-58.511185,-34.580968|||-58.511361,-34.58077|||-58.511363,-34.580767|||-58.511364,-34.580767|||-58.511364,-34.580766|||-58.511369,-34.580761|||-58.511364,-34.580766|||-58.511421,-34.580706|||-58.511515,-34.580603|||-58.511927,-34.580151|||-58.51198,-34.580096|||-58.512047,-34.580139|||-58.51223,-34.580251|||-58.512254,-34.580273|||-58.512253,-34.580272|||-58.512222,-34.580042|||-58.512213,-34.580061|||-58.512192,-34.580078|||-58.512164,-34.580089|||-58.512136,-34.580093|||-58.51211,-34.580087|||-58.512092,-34.580074|||-58.512076,-34.580051|||-58.51207,-34.580029|||-58.512072,-34.580011|||-58.512086,-34.57999|||-58.512112,-34.579959|||-58.512134,-34.579944|||-58.51216,-34.57994|||-58.512183,-34.579948|||-58.512199,-34.579956|||-58.51221,-34.57997|||-58.51222,-34.579986|||-58.512172,-34.579702|||-58.512159,-34.579735|||-58.512032,-34.579873|||-58.511977,-34.579934|||-58.511959,-34.579951|||-58.511933,-34.579981|||-58.511749,-34.579866|||-58.51144,-34.579676|||-58.511051,-34.579434|||-58.510673,-34.579201|||-58.510619,-34.579259|||-58.510986,-34.579486|||-58.511385,-34.579733|||-58.5117,-34.579928|||-58.511881,-34.58004|||-58.51183,-34.580099|||-58.511399,-34.580569|||-58.511322,-34.580656|||-58.510987,-34.581029|||-58.510936,-34.581026|||-58.510267,-34.580971|||-58.509912,-34.580941|||-58.50989,-34.581162|||-58.510409,-34.581204|||-58.510844,-34.58124|||-58.511123,-34.58126|||-58.511358,-34.581278|||-58.511615,-34.581294|||-58.511939,-34.581313|||-58.512289,-34.581327|||-58.512375,-34.581333|||-58.512432,-34.581333|||-58.512484,-34.581335|||-58.512592,-34.581338|||-58.512972,-34.581343|||-58.513694,-34.581339|||-58.51369,-34.581176|||-58.513778,-34.581118</coordinates></LinearRing></outerBoundaryIs><innerBoundaryIs><LinearRing><coordinates>-58.511364,-34.580767|||-58.511363,-34.580767|||-58.511364,-34.580766|||-58.511364,-34.580767</coordinates></LinearRing></innerBoundaryIs></Polygon>"
Villa Crespo,Mediano anegamiento,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-58.459144,-34.601412|||-58.458095,-34.601637|||-58.457463,-34.601774|||-58.457564,-34.602087|||-58.457751,-34.602692|||-58.457847,-34.602996|||-58.457955,-34.602972|||-58.457853,-34.60263|||-58.457685,-34.602088|||-58.457601,-34.601819|||-58.458158,-34.601698|||-58.459167,-34.60148|||-58.459144,-34.601412</coordinates></LinearRing></outerBoundaryIs></Polygon>"
Villa Pueyrredon,Mediano anegamiento,"<MultiGeometry><Polygon><outerBoundaryIs><LinearRing><coordinates>-58.506917,-34.571365|||-58.506771,-34.57126|||-58.506665,-34.571321|||-58.506445,-34.571442|||-58.506097,-34.57164|||-58.50538,-34.572046|||-58.505126,-34.572194|||-58.504792,-34.572385|||-58.504186,-34.572734|||-58.503941,-34.572875|||-58.502865,-34.57352|||-58.504104,-34.574248|||-58.504316,-34.574373|||-58.505231,-34.57491|||-58.505312,-34.574961|||-58.505406,-34.574866|||-58.50432,-34.574226|||-58.504253,-34.574188|||-58.50425,-34.574186|||-58.50425,-34.574185|||-58.504165,-34.574136|||-58.503125,-34.573516|||-58.503635,-34.573217|||-58.504174,-34.572894|||-58.504213,-34.572876|||-58.504294,-34.572927|||-58.50502,-34.573346|||-58.505021,-34.573345|||-58.505021,-34.573345|||-58.505026,-34.57334|||-58.505073,-34.573289|||-58.505073,-34.573288|||-58.505074,-34.573287|||-58.505074,-34.573287|||-58.504368,-34.572879|||-58.504293,-34.572824|||-58.504363,-34.572783|||-58.505371,-34.572205|||-58.505412,-34.572232|||-58.505525,-34.572299|||-58.505823,-34.572472|||-58.505774,-34.572536|||-58.505543,-34.572787|||-58.505125,-34.573237|||-58.505074,-34.573287|||-58.505074,-34.573287|||-58.505073,-34.573288|||-58.505026,-34.57334|||-58.50502,-34.573347|||-58.50502,-34.573346|||-58.504977,-34.573397|||-58.504621,-34.573781|||-58.50425,-34.574186|||-58.504253,-34.574188|||-58.504322,-34.574227|||-58.50471,-34.573808|||-58.505187,-34.573291|||-58.505711,-34.572724|||-58.505905,-34.572519|||-58.505943,-34.572541|||-58.505992,-34.572485|||-58.505581,-34.572246|||-58.505448,-34.57216|||-58.505511,-34.572123|||-58.505658,-34.572042|||-58.505679,-34.572046|||-58.50597,-34.571898|||-58.506149,-34.571798|||-58.506917,-34.571365</coordinates></LinearRing></outerBoundaryIs><innerBoundaryIs><LinearRing><coordinates>-58.505074,-34.573287|||-58.505074,-34.573287|||-58.505074,-34.573287|||-58.505074,-34.573287</coordinates></LinearRing></innerBoundaryIs></Polygon><Polygon><outerBoundaryIs><LinearRing><coordinates>-58.505074,-34.573287|||-58.505074,-34.573287|||-58.505074,-34.573287|||-58.505074,-34.573287</coordinates></LinearRing></outerBoundaryIs></Polygon><Polygon><outerBoundaryIs><LinearRing><coordinates>-58.505074,-34.573287|||-58.505074,-34.573287|||-58.505074,-34.573287|||-58.505074,-34.573287</coordinates></LinearRing></outerBoundaryIs></Polygon><Polygon><outerBoundaryIs><LinearRing><coordinates>-58.505074,-34.573287|||-58.505074,-34.573288|||-58.505074,-34.573287|||-58.505074,-34.573287|||-58.505074,-34.573287</coordinates></LinearRing></outerBoundaryIs></Polygon></MultiGeometry>"
Villa Urquiza - Belgrano,Mediano anegamiento,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-58.463871,-34.56352|||-58.463255,-34.564234|||-58.463078,-34.564435|||-58.463226,-34.564514|||-58.463959,-34.56495|||-58.464116,-34.565044|||-58.464045,-34.565128|||-58.463771,-34.565448|||-58.46342,-34.565854|||-58.463354,-34.565932|||-58.463425,-34.565974|||-58.463503,-34.565881|||-58.463875,-34.565451|||-58.464115,-34.565167|||-58.464186,-34.565085|||-58.464582,-34.56532|||-58.465086,-34.565617|||-58.465695,-34.565978|||-58.466263,-34.566317|||-58.466333,-34.566242|||-58.465728,-34.565883|||-58.465137,-34.565534|||-58.464269,-34.565017|||-58.46432,-34.564953|||-58.464455,-34.564796|||-58.464619,-34.564607|||-58.464724,-34.564486|||-58.464771,-34.564432|||-58.464849,-34.564343|||-58.464998,-34.56417|||-58.464903,-34.564114|||-58.464735,-34.564312|||-58.464544,-34.56453|||-58.464253,-34.564869|||-58.464173,-34.564962|||-58.46399,-34.564851|||-58.463424,-34.564515|||-58.463218,-34.564393|||-58.463326,-34.564267|||-58.463949,-34.563556|||-58.463871,-34.56352</coordinates></LinearRing></outerBoundaryIs></Polygon>"
Villa Urquiza - Belgrano,Mediano anegamiento,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-58.477099,-34.565978|||-58.477171,-34.565904|||-58.477129,-34.56588|||-58.476944,-34.565773|||-58.476625,-34.565586|||-58.476214,-34.565346|||-58.476176,-34.565324|||-58.476141,-34.565304|||-58.476042,-34.565343|||-58.476049,-34.565361|||-58.476042,-34.565377|||-58.47586,-34.565451|||-58.475681,-34.565523|||-58.475544,-34.565671|||-58.475301,-34.565935|||-58.47511,-34.566141|||-58.475217,-34.566193|||-58.475401,-34.565985|||-58.475633,-34.565724|||-58.475727,-34.565617|||-58.475896,-34.565547|||-58.476146,-34.565442|||-58.476176,-34.565436|||-58.476204,-34.56544|||-58.476224,-34.565449|||-58.476562,-34.565652|||-58.476847,-34.565825|||-58.477047,-34.565946|||-58.477099,-34.565979|||-58.477099,-34.565978</coordinates></LinearRing></outerBoundaryIs></Polygon>"
Villa Urquiza - Belgrano,Mediano anegamiento,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-58.472744,-34.575509|||-58.472633,-34.575448|||-58.472362,-34.575292|||-58.472057,-34.575114|||-58.47189,-34.575017|||-58.471938,-34.57496|||-58.472175,-34.574681|||-58.472429,-34.574381|||-58.472594,-34.574191|||-58.472495,-34.574133|||-58.472285,-34.574382|||-58.472051,-34.574659|||-58.471839,-34.574911|||-58.471723,-34.575049|||-58.472006,-34.575208|||-58.472307,-34.575377|||-58.472569,-34.575526|||-58.472676,-34.575586|||-58.472744,-34.575509</coordinates></LinearRing></outerBoundaryIs></Polygon>"
Villa Urquiza - Belgrano,Mediano anegamiento,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-58.472542,-34.574078|||-58.472286,-34.573927|||-58.472002,-34.57376|||-58.471894,-34.573695|||-58.471883,-34.573687|||-58.471804,-34.57363|||-58.471735,-34.573686|||-58.471836,-34.57375|||-58.471969,-34.573828|||-58.472227,-34.573981|||-58.472492,-34.574136|||-58.472542,-34.574078</coordinates></LinearRing></outerBoundaryIs></Polygon>"
Villa Urquiza - Belgrano,Mediano anegamiento,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-58.472379,-34.572653|||-58.472183,-34.572542|||-58.471994,-34.572435|||-58.471804,-34.572327|||-58.471646,-34.572238|||-58.471522,-34.572168|||-58.471472,-34.572227|||-58.471598,-34.5723|||-58.471775,-34.5724|||-58.471954,-34.572501|||-58.472155,-34.572614|||-58.472328,-34.572712|||-58.472379,-34.572653</coordinates></LinearRing></outerBoundaryIs></Polygon>"
Villa Pueyrredon,Mediano anegamiento,"<MultiGeometry><Polygon><outerBoundaryIs><LinearRing><coordinates>-58.509888,-34.581155|||-58.50991,-34.580945|||-58.50991,-34.58094|||-58.509868,-34.580931|||-58.509827,-34.580921|||-58.509776,-34.580903|||-58.509437,-34.580691|||-58.509421,-34.580676|||-58.509406,-34.580656|||-58.509401,-34.580641|||-58.509399,-34.580621|||-58.509404,-34.580596|||-58.509415,-34.580579|||-58.509385,-34.580613|||-58.509255,-34.580757|||-58.509283,-34.580739|||-58.509306,-34.580733|||-58.509327,-34.580732|||-58.509354,-34.580735|||-58.509375,-34.580742|||-58.509563,-34.58086|||-58.509587,-34.580894|||-58.509576,-34.580907|||-58.509556,-34.58091|||-58.509133,-34.580878|||-58.509204,-34.580805|||-58.509254,-34.580757|||-58.509385,-34.580613|||-58.509415,-34.580578|||-58.509415,-34.580579|||-58.509448,-34.580542|||-58.509958,-34.579981|||-58.510077,-34.580054|||-58.511222,-34.580766|||-58.511274,-34.580708|||-58.510121,-34.579992|||-58.510012,-34.579922|||-58.510072,-34.579856|||-58.510535,-34.579347|||-58.510672,-34.5792|||-58.510605,-34.579158|||-58.510454,-34.579318|||-58.509989,-34.579828|||-58.509944,-34.579878|||-58.509859,-34.579833|||-58.508752,-34.579138|||-58.508648,-34.579076|||-58.508488,-34.579249|||-58.508298,-34.579459|||-58.508029,-34.579751|||-58.507992,-34.57979|||-58.507018,-34.579194|||-58.506874,-34.579105|||-58.50667,-34.579331|||-58.506214,-34.579836|||-58.506012,-34.580056|||-58.506081,-34.580097|||-58.506177,-34.580153|||-58.506845,-34.580566|||-58.506936,-34.580621|||-58.507061,-34.580694|||-58.507061,-34.580694|||-58.50715,-34.580665|||-58.50715,-34.580665|||-58.5072,-34.580647|||-58.507172,-34.580651|||-58.507137,-34.58065|||-58.507111,-34.580639|||-58.506956,-34.580544|||-58.506264,-34.580115|||-58.506204,-34.580077|||-58.506141,-34.580034|||-58.506322,-34.579834|||-58.506792,-34.579315|||-58.506892,-34.579206|||-58.506964,-34.579249|||-58.50794,-34.57985|||-58.507892,-34.579905|||-58.507234,-34.580633|||-58.507203,-34.580647|||-58.50715,-34.580665|||-58.50715,-34.580665|||-58.50715,-34.580665|||-58.507063,-34.580694|||-58.507068,-34.580695|||-58.507345,-34.580719|||-58.50734,-34.580682|||-58.507348,-34.580659|||-58.507992,-34.579952|||-58.508397,-34.579508|||-58.508577,-34.579307|||-58.508685,-34.579189|||-58.509812,-34.579893|||-58.50989,-34.579938|||-58.509818,-34.580017|||-58.509395,-34.580485|||-58.509294,-34.580594|||-58.50924,-34.580563|||-58.509214,-34.580555|||-58.509105,-34.580486|||-58.508739,-34.580257|||-58.508511,-34.580115|||-58.508155,-34.579893|||-58.508087,-34.579848|||-58.508032,-34.579908|||-58.508117,-34.57996|||-58.50837,-34.580118|||-58.508689,-34.580315|||-58.509029,-34.580527|||-58.509175,-34.580618|||-58.509234,-34.580659|||-58.509039,-34.58087|||-58.509014,-34.580868|||-58.507374,-34.580721|||-58.507345,-34.580719|||-58.507345,-34.58072|||-58.507068,-34.580695|||-58.507061,-34.580695|||-58.50706,-34.580695|||-58.507059,-34.580695|||-58.507059,-34.580695|||-58.507059,-34.580695|||-58.506936,-34.580621|||-58.506846,-34.580567|||-58.505745,-34.580481|||-58.505699,-34.58081|||-58.507914,-34.580993|||-58.509888,-34.581155</coordinates></LinearRing></outerBoundaryIs></Polygon><Polygon><outerBoundaryIs><LinearRing><coordinates>-58.507063,-34.580694|||-58.507061,-34.580694|||-58.507059,-34.580695|||-58.507059,-34.580695|||-58.507061,-34.580695|||-58.507063,-34.580694</coordinates></LinearRing></outerBoundaryIs></Polygon></MultiGeometry>"
Villa Pueyrredon,Mediano anegamiento,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-58.508487,-34.586221|||-58.508397,-34.586163|||-58.50794,-34.586669|||-58.507677,-34.58695|||-58.50777,-34.587006|||-58.508048,-34.586703|||-58.508487,-34.586221</coordinates></LinearRing></outerBoundaryIs></Polygon>"
Villa Urquiza - Belgrano,Mediano anegamiento,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-58.468692,-34.570586|||-58.468619,-34.570545|||-58.468612,-34.570541|||-58.468556,-34.57051|||-58.468311,-34.570358|||-58.468022,-34.570178|||-58.46788,-34.57009|||-58.467745,-34.570006|||-58.467596,-34.57014|||-58.467569,-34.570166|||-58.467392,-34.57033|||-58.467228,-34.570484|||-58.467095,-34.570609|||-58.466959,-34.570736|||-58.466872,-34.570817|||-58.466965,-34.570875|||-58.467068,-34.570779|||-58.467197,-34.570658|||-58.46733,-34.570534|||-58.467513,-34.570362|||-58.467667,-34.570217|||-58.467724,-34.570166|||-58.467779,-34.570115|||-58.467978,-34.570241|||-58.468451,-34.570539|||-58.468557,-34.570603|||-58.468505,-34.570675|||-58.468308,-34.570903|||-58.468011,-34.571254|||-58.467873,-34.571416|||-58.467943,-34.571456|||-58.468105,-34.571269|||-58.468397,-34.570925|||-58.468584,-34.570707|||-58.468692,-34.570586</coordinates></LinearRing></outerBoundaryIs></Polygon>"
Villa Urquiza - Belgrano,Mediano anegamiento,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-58.467789,-34.568657|||-58.467678,-34.568586|||-58.467579,-34.568667|||-58.466984,-34.569194|||-58.46625,-34.569841|||-58.465882,-34.570158|||-58.465804,-34.570223|||-58.465693,-34.570158|||-58.464715,-34.569585|||-58.463957,-34.569132|||-58.46389,-34.569209|||-58.46463,-34.569644|||-58.464831,-34.569767|||-58.464657,-34.56997|||-58.464152,-34.570555|||-58.464245,-34.570607|||-58.464745,-34.570034|||-58.464927,-34.569821|||-58.465605,-34.570226|||-58.465726,-34.570301|||-58.465414,-34.570579|||-58.464926,-34.571005|||-58.465052,-34.57108|||-58.465512,-34.570677|||-58.466339,-34.569943|||-58.467121,-34.56925|||-58.467789,-34.568657</coordinates></LinearRing></outerBoundaryIs></Polygon>"
Belgrano,Mediano anegamiento,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-58.458993,-34.557676|||-58.458785,-34.557547|||-58.458529,-34.557394|||-58.458159,-34.557172|||-58.458088,-34.557133|||-58.458007,-34.557218|||-58.458074,-34.557257|||-58.458379,-34.557436|||-58.458707,-34.557633|||-58.458917,-34.557758|||-58.458993,-34.557676</coordinates></LinearRing></outerBoundaryIs></Polygon>"
Villa Pueyrredon,Mediano anegamiento,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-58.508063,-34.591232|||-58.508235,-34.59134|||-58.508456,-34.591475|||-58.508548,-34.591533|||-58.50876,-34.591664|||-58.508962,-34.591789|||-58.509206,-34.59194|||-58.509275,-34.591982|||-58.509287,-34.591996|||-58.509295,-34.592013|||-58.509298,-34.59203|||-58.509292,-34.592057|||-58.509337,-34.592009|||-58.509473,-34.591996|||-58.509509,-34.591992|||-58.509513,-34.591962|||-58.509522,-34.591943|||-58.509695,-34.591752|||-58.509905,-34.591522|||-58.510107,-34.591302|||-58.510171,-34.591236|||-58.51024,-34.591278|||-58.510704,-34.591563|||-58.511035,-34.591765|||-58.51133,-34.591669|||-58.511801,-34.59153|||-58.512729,-34.591255|||-58.512902,-34.591203|||-58.51356,-34.591008|||-58.513851,-34.590922|||-58.51386,-34.590917|||-58.514039,-34.590864|||-58.513939,-34.590812|||-58.513833,-34.590757|||-58.513592,-34.590832|||-58.513448,-34.590875|||-58.512843,-34.591052|||-58.512528,-34.591145|||-58.512136,-34.591264|||-58.51173,-34.591385|||-58.511104,-34.59157|||-58.511065,-34.591572|||-58.511024,-34.591565|||-58.510974,-34.591534|||-58.510347,-34.591148|||-58.509786,-34.590803|||-58.509018,-34.59033|||-58.50893,-34.590272|||-58.509482,-34.589655|||-58.509576,-34.589552|||-58.509575,-34.589552|||-58.509581,-34.589546|||-58.510111,-34.588961|||-58.51036,-34.588688|||-58.510359,-34.588687|||-58.51041,-34.588633|||-58.51041,-34.588632|||-58.51041,-34.588632|||-58.510655,-34.588363|||-58.510915,-34.588078|||-58.511626,-34.587289|||-58.511831,-34.587068|||-58.512587,-34.587529|||-58.512698,-34.587598|||-58.512619,-34.587684|||-58.512395,-34.587936|||-58.512183,-34.588171|||-58.512047,-34.588322|||-58.512102,-34.588356|||-58.512103,-34.588356|||-58.512224,-34.588216|||-58.512482,-34.587929|||-58.512659,-34.587733|||-58.51275,-34.58763|||-58.513017,-34.587794|||-58.513113,-34.587853|||-58.512933,-34.588056|||-58.51287,-34.588126|||-58.512504,-34.588532|||-58.512462,-34.588577|||-58.512378,-34.588528|||-58.512226,-34.588432|||-58.512103,-34.588356|||-58.512102,-34.588357|||-58.512102,-34.588356|||-58.511737,-34.588129|||-58.511272,-34.58784|||-58.511181,-34.587783|||-58.511126,-34.587844|||-58.51122,-34.587899|||-58.511764,-34.588236|||-58.511846,-34.588289|||-58.511698,-34.588452|||-58.5115,-34.58867|||-58.511307,-34.588884|||-58.511133,-34.589074|||-58.510948,-34.588964|||-58.510616,-34.588758|||-58.51041,-34.588632|||-58.51041,-34.588633|||-58.51036,-34.588688|||-58.510446,-34.588744|||-58.510669,-34.58888|||-58.510929,-34.58904|||-58.511079,-34.589132|||-58.51089,-34.589343|||-58.510406,-34.589878|||-58.510354,-34.589934|||-58.510102,-34.589785|||-58.509629,-34.589493|||-58.509581,-34.589546|||-58.509576,-34.589552|||-58.509902,-34.589752|||-58.51037,-34.590032|||-58.511043,-34.589292|||-58.511151,-34.589178|||-58.511291,-34.589265|||-58.511554,-34.589427|||-58.51165,-34.589485|||-58.511703,-34.589428|||-58.511283,-34.58917|||-58.511204,-34.589118|||-58.511369,-34.588936|||-58.511559,-34.588728|||-58.511773,-34.588491|||-58.511915,-34.588331|||-58.512206,-34.58851|||-58.512334,-34.588589|||-58.512483,-34.588685|||-58.512598,-34.588553|||-58.512955,-34.588151|||-58.513,-34.588101|||-58.513183,-34.587896|||-58.5134,-34.58803|||-58.513786,-34.588267|||-58.513703,-34.588358|||-58.513598,-34.588477|||-58.513392,-34.58871|||-58.513192,-34.588934|||-58.513136,-34.588996|||-58.513189,-34.589027|||-58.513246,-34.588964|||-58.51347,-34.588716|||-58.513664,-34.588497|||-58.513759,-34.588394|||-58.513841,-34.588303|||-58.513878,-34.588325|||-58.514434,-34.588662|||-58.514371,-34.588533|||-58.513856,-34.588219|||-58.512805,-34.587572|||-58.5129,-34.587465|||-58.513046,-34.587303|||-58.51333,-34.586982|||-58.513406,-34.586911|||-58.513347,-34.586875|||-58.513302,-34.586923|||-58.513253,-34.586976|||-58.512975,-34.587288|||-58.512848,-34.587428|||-58.512751,-34.58754|||-58.512708,-34.587511|||-58.511887,-34.587006|||-58.511982,-34.586897|||-58.512481,-34.586343|||-58.512427,-34.58631|||-58.511897,-34.586903|||-58.511829,-34.586974|||-58.511598,-34.587232|||-58.510771,-34.588147|||-58.510073,-34.588919|||-58.50958,-34.589462|||-58.509386,-34.589343|||-58.509217,-34.589237|||-58.508834,-34.589|||-58.50848,-34.58878|||-58.50831,-34.588675|||-58.508255,-34.588733|||-58.508406,-34.588825|||-58.508765,-34.589047|||-58.509049,-34.589223|||-58.50934,-34.589402|||-58.509527,-34.589518|||-58.509118,-34.589972|||-58.508879,-34.590239|||-58.50881,-34.590198|||-58.508511,-34.590014|||-58.508151,-34.589794|||-58.507705,-34.589521|||-58.507606,-34.589462|||-58.507493,-34.589584|||-58.507961,-34.589872|||-58.50845,-34.590173|||-58.508664,-34.590306|||-58.508763,-34.590367|||-58.508343,-34.590832|||-58.508065,-34.591138|||-58.507962,-34.591081|||-58.50774,-34.590943|||-58.507277,-34.590657|||-58.506849,-34.590393|||-58.506711,-34.590311|||-58.506614,-34.590421|||-58.506491,-34.590558|||-58.506239,-34.590835|||-58.506063,-34.591031|||-58.506136,-34.591074|||-58.50635,-34.590832|||-58.506591,-34.590569|||-58.506648,-34.590504|||-58.506733,-34.590413|||-58.507203,-34.590702|||-58.50763,-34.590965|||-58.507875,-34.591119|||-58.508011,-34.591202|||-58.507404,-34.591872|||-58.507453,-34.59191|||-58.508063,-34.591232</coordinates></LinearRing></outerBoundaryIs><innerBoundaryIs><LinearRing><coordinates>-58.508116,-34.591174|||-58.508063,-34.591232|||-58.508063,-34.591232|||-58.508115,-34.591173|||-58.508116,-34.591174</coordinates></LinearRing></innerBoundaryIs><innerBoundaryIs><LinearRing><coordinates>-58.508116,-34.591174|||-58.50854,-34.590702|||-58.508813,-34.590399|||-58.508923,-34.590466|||-58.509415,-34.59077|||-58.509837,-34.59103|||-58.510007,-34.591133|||-58.510101,-34.591192|||-58.510023,-34.591273|||-58.509966,-34.591335|||-58.509814,-34.591503|||-58.509611,-34.591725|||-58.509449,-34.591903|||-58.509427,-34.591919|||-58.509395,-34.591929|||-58.509362,-34.591931|||-58.509328,-34.591922|||-58.509282,-34.591893|||-58.509058,-34.591755|||-58.5088,-34.591596|||-58.508513,-34.591418|||-58.508309,-34.591293|||-58.508116,-34.591174</coordinates></LinearRing></innerBoundaryIs></Polygon>"
